Time	Sum	Command
96	96	----> commandline -opc
38	769	---> if [ (count $cmd) -eq 1 ]...
579	680	----> [ (count $cmd) -eq 1 ]
101	101	-----> count $cmd
51	51	----> return 0
86	86	-> test -z "$cmd"
47	47	-> and return 1
335	3484	> __fish_git_using_command fetch
596	3017	-> set -l cmd (__fish_git_needs_command)
740	2421	--> __fish_git_needs_command
797	910	---> set cmd (commandline -opc)
113	113	----> commandline -opc
38	771	---> if [ (count $cmd) -eq 1 ]...
584	684	----> [ (count $cmd) -eq 1 ]
100	100	-----> count $cmd
49	49	----> return 0
85	85	-> test -z "$cmd"
47	47	-> and return 1
328	2974	> __fish_git_using_command fetch
552	2513	-> set -l cmd (__fish_git_needs_command)
522	1961	--> __fish_git_needs_command
585	688	---> set cmd (commandline -opc)
103	103	----> commandline -opc
38	751	---> if [ (count $cmd) -eq 1 ]...
566	662	----> [ (count $cmd) -eq 1 ]
96	96	-----> count $cmd
51	51	----> return 0
86	86	-> test -z "$cmd"
47	47	-> and return 1
355	2959	> __fish_git_using_command fetch
537	2472	-> set -l cmd (__fish_git_needs_command)
512	1935	--> __fish_git_needs_command
576	669	---> set cmd (commandline -opc)
93	93	----> commandline -opc
36	754	---> if [ (count $cmd) -eq 1 ]...
573	669	----> [ (count $cmd) -eq 1 ]
96	96	-----> count $cmd
49	49	----> return 0
85	85	-> test -z "$cmd"
47	47	-> and return 1
342	3082	> __fish_git_using_command log show diff-tree rev-list
553	2608	-> set -l cmd (__fish_git_needs_command)
505	2055	--> __fish_git_needs_command
644	781	---> set cmd (commandline -opc)
137	137	----> commandline -opc
38	769	---> if [ (count $cmd) -eq 1 ]...
584	679	----> [ (count $cmd) -eq 1 ]
95	95	-----> count $cmd
52	52	----> return 0
85	85	-> test -z "$cmd"
47	47	-> and return 1
117	2115	> __fish_disable_bracketed_paste 'git '
1998	1998	-> printf "\e[?2004l"
125	125	> echo $_ " "
2065	144195	> __fish_pwd
142130	142130	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
284722	284722	> git
106	209	> __fish_enable_bracketed_paste
103	103	-> printf "\e[?2004h"
325	145800	> fish_mode_prompt
54	145475	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
140602	140602	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
91	4819	--> switch $fish_bind_mode...
949	4728	---> prompt_segment green black "I"
156	156	----> set -l bg
77	77	----> set -l fg
37	327	----> if [ -n "$argv[1]" ]...
183	183	-----> [ -n "$argv[1]" ]
107	107	-----> set bg $argv[1]
33	210	----> if [ -n "$argv[2]" ]...
89	89	-----> [ -n "$argv[2]" ]
88	88	-----> set fg $argv[2]
55	2701	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
149	149	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2329	2329	-----> set_color -b $bg
93	93	-----> set_color $fg
75	75	-----> echo -n " "
97	97	----> set current_bg $argv[1]
34	211	----> if [ -n "$argv[3]" ]...
88	88	-----> [ -n "$argv[3]" ]
89	89	-----> echo -n -s $argv[3] " "
405	5125128	> fish_prompt
106	106	-> set -g RETVAL $status
368	403531	-> prompt_status
30	2227	--> if [ $RETVAL -ne 0 ]...
89	89	---> [ $RETVAL -ne 0 ]
603	2108	---> prompt_segment black red "✘"
76	76	----> set -l bg
69	69	----> set -l fg
33	215	----> if [ -n "$argv[1]" ]...
92	92	-----> [ -n "$argv[1]" ]
90	90	-----> set bg $argv[1]
33	210	----> if [ -n "$argv[2]" ]...
83	83	-----> [ -n "$argv[2]" ]
94	94	-----> set fg $argv[2]
73	634	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
148	148	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
88	88	-----> set_color -b $bg
84	84	-----> set_color $current_bg
83	83	-----> echo -n "$segment_separator "
79	79	-----> set_color -b $bg
79	79	-----> set_color $fg
90	90	----> set current_bg $argv[1]
38	211	----> if [ -n "$argv[3]" ]...
84	84	-----> [ -n "$argv[3]" ]
89	89	-----> echo -n -s $argv[3] " "
763	93816	--> set -l uid (id -u $USER)
93053	93053	---> id -u $USER
46	179	--> if [ $uid -eq 0 ]...
133	133	---> [ $uid -eq 0 ]
37	306941	--> if [ (jobs -l | wc -l) -gt 0 ]...
1067	306904	---> [ (jobs -l | wc -l) -gt 0 ]
305837	305837	----> jobs -l | wc -l
272	139665	-> prompt_virtual_env
35	139393	--> if test "$VIRTUAL_ENV"...
139358	139358	---> test "$VIRTUAL_ENV"
494	1533	-> prompt_user
138	138	--> set -l BG 444444
85	85	--> set -l FG BCBCBC
37	816	--> if [ "$theme_display_user" = "yes" ]...
113	113	---> [ "$theme_display_user" = "yes" ]
253	576	---> get_hostname
93	93	----> set -g HOSTNAME_PROMPT ""
26	230	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
204	204	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
22	90	---> if [ $HOSTNAME_PROMPT ]...
68	68	----> [ $HOSTNAME_PROMPT ]
153	11965	-> prompt_dir
2618	11812	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
3630	7658	---> prompt_pwd
128	128	----> set -l options 'h/help'
2146	2146	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
26	100	----> if set -q _flag_help...
74	74	-----> set -q _flag_help
63	63	----> set -q fish_prompt_pwd_dir_length
79	79	----> or set -l fish_prompt_pwd_dir_length 1
349	349	----> set realhome ~
733	899	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
166	166	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
36	264	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
90	90	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
138	138	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
90	90	---> set -l bg
69	69	---> set -l fg
33	216	---> if [ -n "$argv[1]" ]...
92	92	----> [ -n "$argv[1]" ]
91	91	----> set bg $argv[1]
33	204	---> if [ -n "$argv[2]" ]...
84	84	----> [ -n "$argv[2]" ]
87	87	----> set fg $argv[2]
73	662	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
147	147	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
95	95	----> set_color -b $bg
94	94	----> set_color $current_bg
83	83	----> echo -n "$segment_separator "
85	85	----> set_color -b $bg
85	85	----> set_color $fg
91	91	---> set current_bg $argv[1]
33	204	---> if [ -n "$argv[3]" ]...
83	83	----> [ -n "$argv[3]" ]
88	88	----> echo -n -s $argv[3] " "
181	53446	-> __exists hg
53265	53265	--> command -v "$name" ^/dev/null >&2
638	1675930	-> and prompt_hg
109	109	--> set -l branch
73	73	--> set -l state
42	1675110	--> if command hg id >/dev/null 2>&1...
1675068	1675068	---> command hg id >/dev/null 2>&1
225	44774	-> __exists git
44549	44549	--> command -v "$name" ^/dev/null >&2
1527	2510484	-> and prompt_git
132	132	--> set -l ref
143	2508825	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
342440	342440	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
922	307217	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
306295	306295	----> command git symbolic-ref HEAD 2> /dev/null
56	182	---> if [ $status -gt 0 ]...
126	126	----> [ $status -gt 0 ]
139144	139144	---> set branch_symbol \uE0A0
771	137042	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
136271	136271	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
85	85	---> set -l BG PROMPT
1273	433193	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
431920	431920	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
208	1147105	---> if [ "$dirty" = "" ]...
186	186	----> [ "$dirty" = "" ]
109	109	----> set BG yellow
110	110	----> set dirty ''
101	101	----> set -l empty 0
317822	317822	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
104	104	----> set -l target
89	317398	----> if [ $empty = 1 ]...
95	95	-----> [ $empty = 1 ]
90	90	-----> set target 'HEAD'
85	85	-----> set -l unstaged 0
316698	316698	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
114	114	-----> or set unstaged 1
39	227	-----> if [ $unstaged = 1 ]...
94	94	------> [ $unstaged = 1 ]
94	94	------> set dirty $dirty'●'
159	159	----> set -l staged 0
374387	374387	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
32	149	----> if [ $staged = 1 ]...
117	117	-----> [ $staged = 1 ]
42	136372	----> if [ "$dirty" = "" ]...
99	99	-----> [ "$dirty" = "" ]
136231	136231	-----> set PROMPT "$branch $dirty"
693	2274	---> prompt_segment $BG black $PROMPT
99	99	----> set -l bg
73	73	----> set -l fg
34	226	----> if [ -n "$argv[1]" ]...
99	99	-----> [ -n "$argv[1]" ]
93	93	-----> set bg $argv[1]
31	206	----> if [ -n "$argv[2]" ]...
86	86	-----> [ -n "$argv[2]" ]
89	89	-----> set fg $argv[2]
82	674	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
150	150	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
95	95	-----> set_color -b $bg
100	100	-----> set_color $current_bg
84	84	-----> echo -n "$segment_separator "
82	82	-----> set_color -b $bg
81	81	-----> set_color $fg
92	92	----> set current_bg $argv[1]
31	211	----> if [ -n "$argv[3]" ]...
86	86	-----> [ -n "$argv[3]" ]
94	94	-----> echo -n -s $argv[3] " "
173	45431	-> __exists svn
45258	45258	--> command -v "$name" ^/dev/null >&2
315	236705	-> and prompt_svn
86	86	--> set -l ref
52	236304	--> if command svn ls . >/dev/null 2>&1...
236252	236252	---> command svn ls . >/dev/null 2>&1
384	1153	-> prompt_finish
72	566	--> if [ -n $current_bg ]...
138	138	---> [ -n $current_bg ]
120	120	---> set_color -b normal
119	119	---> set_color $current_bg
117	117	---> echo -n "$segment_separator "
96	96	--> set_color normal
107	107	--> set -g current_bg NONE
116	116	> echo $_ " "
164	297504	> __fish_pwd
297340	297340	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
121	198	> __fish_disable_bracketed_paste 'git add -A'
77	77	-> printf "\e[?2004l"
2253	2253	> echo $_ " "
169	146862	> __fish_pwd
146693	146693	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
3684577	3684577	> git add -A
101	2299	> __fish_enable_bracketed_paste
2198	2198	-> printf "\e[?2004h"
336	155417	> fish_mode_prompt
43	155081	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
146820	146820	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
58	8218	--> switch $fish_bind_mode...
640	8160	---> prompt_segment green black "I"
2124	2124	----> set -l bg
79	79	----> set -l fg
38	2201	----> if [ -n "$argv[1]" ]...
2058	2058	-----> [ -n "$argv[1]" ]
105	105	-----> set bg $argv[1]
34	213	----> if [ -n "$argv[2]" ]...
89	89	-----> [ -n "$argv[2]" ]
90	90	-----> set fg $argv[2]
63	2587	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
220	220	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2078	2078	-----> set_color -b $bg
145	145	-----> set_color $fg
81	81	-----> echo -n " "
100	100	----> set current_bg $argv[1]
34	216	----> if [ -n "$argv[3]" ]...
90	90	-----> [ -n "$argv[3]" ]
92	92	-----> echo -n -s $argv[3] " "
717	5177835	> fish_prompt
329	329	-> set -g RETVAL $status
458	403255	-> prompt_status
36	2626	--> if [ $RETVAL -ne 0 ]...
111	111	---> [ $RETVAL -ne 0 ]
878	2479	---> prompt_segment black red "✘"
108	108	----> set -l bg
74	74	----> set -l fg
45	235	----> if [ -n "$argv[1]" ]...
97	97	-----> [ -n "$argv[1]" ]
93	93	-----> set bg $argv[1]
32	204	----> if [ -n "$argv[2]" ]...
85	85	-----> [ -n "$argv[2]" ]
87	87	-----> set fg $argv[2]
71	644	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
147	147	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
102	102	-----> set_color -b $bg
84	84	-----> set_color $current_bg
83	83	-----> echo -n "$segment_separator "
78	78	-----> set_color -b $bg
79	79	-----> set_color $fg
113	113	----> set current_bg $argv[1]
32	223	----> if [ -n "$argv[3]" ]...
86	86	-----> [ -n "$argv[3]" ]
105	105	-----> echo -n -s $argv[3] " "
822	100026	--> set -l uid (id -u $USER)
99204	99204	---> id -u $USER
34	158	--> if [ $uid -eq 0 ]...
124	124	---> [ $uid -eq 0 ]
40	299987	--> if [ (jobs -l | wc -l) -gt 0 ]...
985	297358	---> [ (jobs -l | wc -l) -gt 0 ]
296373	296373	----> jobs -l | wc -l
907	2589	---> prompt_segment black cyan "⚙"
135	135	----> set -l bg
98	98	----> set -l fg
50	303	----> if [ -n "$argv[1]" ]...
128	128	-----> [ -n "$argv[1]" ]
125	125	-----> set bg $argv[1]
43	277	----> if [ -n "$argv[2]" ]...
115	115	-----> [ -n "$argv[2]" ]
119	119	-----> set fg $argv[2]
60	534	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
212	212	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
106	106	-----> set_color -b $bg
86	86	-----> set_color $fg
70	70	-----> echo -n " "
112	112	----> set current_bg $argv[1]
33	223	----> if [ -n "$argv[3]" ]...
85	85	-----> [ -n "$argv[3]" ]
105	105	-----> echo -n -s $argv[3] " "
202	154042	-> prompt_virtual_env
32	153840	--> if test "$VIRTUAL_ENV"...
153808	153808	---> test "$VIRTUAL_ENV"
685	2249	-> prompt_user
161	161	--> set -l BG 444444
141	141	--> set -l FG BCBCBC
54	1262	--> if [ "$theme_display_user" = "yes" ]...
122	122	---> [ "$theme_display_user" = "yes" ]
386	919	---> get_hostname
157	157	----> set -g HOSTNAME_PROMPT ""
37	376	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
339	339	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
39	167	---> if [ $HOSTNAME_PROMPT ]...
128	128	----> [ $HOSTNAME_PROMPT ]
174	18932	-> prompt_dir
1752	18758	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
4128	15027	---> prompt_pwd
158	158	----> set -l options 'h/help'
4477	4477	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
46	172	----> if set -q _flag_help...
126	126	-----> set -q _flag_help
191	191	----> set -q fish_prompt_pwd_dir_length
185	185	----> or set -l fish_prompt_pwd_dir_length 1
529	529	----> set realhome ~
1014	4800	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
3786	3786	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
57	387	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
125	125	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
205	205	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
137	137	---> set -l bg
123	123	---> set -l fg
40	270	---> if [ -n "$argv[1]" ]...
131	131	----> [ -n "$argv[1]" ]
99	99	----> set bg $argv[1]
41	310	---> if [ -n "$argv[2]" ]...
132	132	----> [ -n "$argv[2]" ]
137	137	----> set fg $argv[2]
74	684	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
162	162	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
98	98	----> set_color -b $bg
90	90	----> set_color $current_bg
86	86	----> echo -n "$segment_separator "
85	85	----> set_color -b $bg
89	89	----> set_color $fg
128	128	---> set current_bg $argv[1]
62	327	---> if [ -n "$argv[3]" ]...
112	112	----> [ -n "$argv[3]" ]
153	153	----> echo -n -s $argv[3] " "
181	59034	-> __exists hg
58853	58853	--> command -v "$name" ^/dev/null >&2
500	1692779	-> and prompt_hg
91	91	--> set -l branch
71	71	--> set -l state
43	1692117	--> if command hg id >/dev/null 2>&1...
1692074	1692074	---> command hg id >/dev/null 2>&1
232	46892	-> __exists git
46660	46660	--> command -v "$name" ^/dev/null >&2
1554	2514784	-> and prompt_git
140	140	--> set -l ref
140	2513090	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
325661	325661	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
1072	320449	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
319377	319377	----> command git symbolic-ref HEAD 2> /dev/null
37	182	---> if [ $status -gt 0 ]...
145	145	----> [ $status -gt 0 ]
137138	137138	---> set branch_symbol \uE0A0
879	146735	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
145856	145856	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
85	85	---> set -l BG PROMPT
1083	421010	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
419927	419927	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
195	1159458	---> if [ "$dirty" = "" ]...
136	136	----> [ "$dirty" = "" ]
79	79	----> set BG yellow
79	79	----> set dirty ''
71	71	----> set -l empty 0
318523	318523	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
106	106	----> set -l target
90	330542	----> if [ $empty = 1 ]...
95	95	-----> [ $empty = 1 ]
91	91	-----> set target 'HEAD'
101	101	-----> set -l unstaged 0
329812	329812	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
117	117	-----> or set unstaged 1
41	236	-----> if [ $unstaged = 1 ]...
94	94	------> [ $unstaged = 1 ]
101	101	------> set dirty $dirty'●'
81	81	----> set -l staged 0
372560	372560	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
43	202	----> if [ $staged = 1 ]...
159	159	-----> [ $staged = 1 ]
53	136884	----> if [ "$dirty" = "" ]...
159	159	-----> [ "$dirty" = "" ]
136672	136672	-----> set PROMPT "$branch $dirty"
665	2232	---> prompt_segment $BG black $PROMPT
94	94	----> set -l bg
71	71	----> set -l fg
34	232	----> if [ -n "$argv[1]" ]...
106	106	-----> [ -n "$argv[1]" ]
92	92	-----> set bg $argv[1]
30	207	----> if [ -n "$argv[2]" ]...
88	88	-----> [ -n "$argv[2]" ]
89	89	-----> set fg $argv[2]
72	658	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
149	149	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
96	96	-----> set_color -b $bg
89	89	-----> set_color $current_bg
85	85	-----> echo -n "$segment_separator "
81	81	-----> set_color -b $bg
86	86	-----> set_color $fg
94	94	----> set current_bg $argv[1]
33	211	----> if [ -n "$argv[3]" ]...
85	85	-----> [ -n "$argv[3]" ]
93	93	-----> echo -n -s $argv[3] " "
181	54752	-> __exists svn
54571	54571	--> command -v "$name" ^/dev/null >&2
329	228885	-> and prompt_svn
93	93	--> set -l ref
50	228463	--> if command svn ls . >/dev/null 2>&1...
228413	228413	---> command svn ls . >/dev/null 2>&1
384	1185	-> prompt_finish
74	590	--> if [ -n $current_bg ]...
133	133	---> [ -n $current_bg ]
112	112	---> set_color -b normal
144	144	---> set_color $current_bg
127	127	---> echo -n "$segment_separator "
102	102	--> set_color normal
109	109	--> set -g current_bg NONE
117	117	> echo $_ " "
2145	289593	> __fish_pwd
287448	287448	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
131	207	> __fish_disable_bracketed_paste 'fisher -h'
76	76	-> printf "\e[?2004l"
2139	2139	> echo $_ " "
189	143837	> __fish_pwd
143648	143648	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
2036	175247	> fisher -h
164844	164844	-> set -q XDG_CACHE_HOME
327	327	-> or set XDG_CACHE_HOME ~/.cache
41	41	-> set -q XDG_CONFIG_HOME
269	269	-> or set XDG_CONFIG_HOME ~/.config
80	80	-> set -g fish_config $XDG_CONFIG_HOME/fish
65	65	-> set -g fisher_cache $XDG_CACHE_HOME/fisher
61	61	-> set -g fisher_config $XDG_CONFIG_HOME/fisher
32	32	-> set -q fisher_path
59	59	-> set -g fishfile $fish_config/fishfile
221	2366	-> for path in {$fish_config,$fisher_path}/{functions,completions,conf.d} $fisher_cache...
28	324	--> if test ! -d $path...
296	296	---> test ! -d $path
28	311	--> if test ! -d $path...
283	283	---> test ! -d $path
25	311	--> if test ! -d $path...
286	286	---> test ! -d $path
27	301	--> if test ! -d $path...
274	274	---> test ! -d $path
28	307	--> if test ! -d $path...
279	279	---> test ! -d $path
27	294	--> if test ! -d $path...
267	267	---> test ! -d $path
26	297	--> if test ! -d $path...
271	271	---> test ! -d $path
27	319	-> if test ! -e $fisher_path/completions/fisher.fish...
292	292	--> test ! -e $fisher_path/completions/fisher.fish
32	373	-> if test -e $fisher_path/conf.d/fisher.fish...
277	277	--> test -e $fisher_path/conf.d/fisher.fish
64	64	--> switch "$version"...
40	633	-> if test -e "$fisher_path/fishfile"...
314	314	--> test -e "$fisher_path/fishfile"
279	279	--> and test ! -e "$fishfile"
155	3742	-> switch "$cmd"...
2492	3587	--> _fisher_help
93	93	---> echo "usage: fisher add <package...>     Add packages"
69	69	---> echo "       fisher rm  <package...>     Remove packages"
64	64	---> echo "       fisher                      Update all packages"
65	65	---> echo "       fisher ls  [<regex>]        List installed packages matching <regex>"
62	62	---> echo "       fisher --help               Show this help"
78	78	---> echo "       fisher --version            Show the current version"
65	65	---> echo "       fisher self-update          Update to the latest version"
93	93	---> echo "       fisher self-uninstall       Uninstall from your system"
80	80	---> echo "examples:"
65	65	---> echo "       fisher add jethrokuan/z rafaelrinaldi/pure"
60	60	---> echo "       fisher add gitlab.com/foo/bar@v2"
62	62	---> echo "       fisher add ~/path/to/local/pkg"
58	58	---> echo "       fisher add <file"
61	61	---> echo "       fisher rm rafaelrinaldi/pure"
60	60	---> echo "       fisher ls | fisher rm"
60	60	---> echo "       fisher ls fish-\*"
167	323	> __fish_enable_bracketed_paste
156	156	-> printf "\e[?2004h"
497	2713	> fish_mode_prompt
37	2216	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
136	136	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
51	2043	--> switch $fish_bind_mode...
614	1992	---> prompt_segment green black "I"
82	82	----> set -l bg
67	67	----> set -l fg
32	213	----> if [ -n "$argv[1]" ]...
92	92	-----> [ -n "$argv[1]" ]
89	89	-----> set bg $argv[1]
32	200	----> if [ -n "$argv[2]" ]...
82	82	-----> [ -n "$argv[2]" ]
86	86	-----> set fg $argv[2]
53	513	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
161	161	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
90	90	-----> set_color -b $bg
132	132	-----> set_color $fg
77	77	-----> echo -n " "
95	95	----> set current_bg $argv[1]
33	208	----> if [ -n "$argv[3]" ]...
85	85	-----> [ -n "$argv[3]" ]
90	90	-----> echo -n -s $argv[3] " "
378	5277374	> fish_prompt
108	108	-> set -g RETVAL $status
358	439695	-> prompt_status
23	116	--> if [ $RETVAL -ne 0 ]...
93	93	---> [ $RETVAL -ne 0 ]
750	103178	--> set -l uid (id -u $USER)
102428	102428	---> id -u $USER
39	171	--> if [ $uid -eq 0 ]...
132	132	---> [ $uid -eq 0 ]
42	335872	--> if [ (jobs -l | wc -l) -gt 0 ]...
969	333208	---> [ (jobs -l | wc -l) -gt 0 ]
332239	332239	----> jobs -l | wc -l
915	2622	---> prompt_segment black cyan "⚙"
120	120	----> set -l bg
109	109	----> set -l fg
43	307	----> if [ -n "$argv[1]" ]...
129	129	-----> [ -n "$argv[1]" ]
135	135	-----> set bg $argv[1]
34	216	----> if [ -n "$argv[2]" ]...
91	91	-----> [ -n "$argv[2]" ]
91	91	-----> set fg $argv[2]
72	658	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
148	148	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
96	96	-----> set_color -b $bg
86	86	-----> set_color $current_bg
85	85	-----> echo -n "$segment_separator "
89	89	-----> set_color -b $bg
82	82	-----> set_color $fg
92	92	----> set current_bg $argv[1]
32	205	----> if [ -n "$argv[3]" ]...
83	83	-----> [ -n "$argv[3]" ]
90	90	-----> echo -n -s $argv[3] " "
162	143254	-> prompt_virtual_env
32	143092	--> if test "$VIRTUAL_ENV"...
143060	143060	---> test "$VIRTUAL_ENV"
481	1420	-> prompt_user
95	95	--> set -l BG 444444
77	77	--> set -l FG BCBCBC
37	767	--> if [ "$theme_display_user" = "yes" ]...
101	101	---> [ "$theme_display_user" = "yes" ]
235	538	---> get_hostname
92	92	----> set -g HOSTNAME_PROMPT ""
24	211	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
187	187	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
22	91	---> if [ $HOSTNAME_PROMPT ]...
69	69	----> [ $HOSTNAME_PROMPT ]
114	5218	-> prompt_dir
1230	5104	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
499	2357	---> prompt_pwd
101	101	----> set -l options 'h/help'
120	120	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
23	86	----> if set -q _flag_help...
63	63	-----> set -q _flag_help
62	62	----> set -q fish_prompt_pwd_dir_length
76	76	----> or set -l fish_prompt_pwd_dir_length 1
339	339	----> set realhome ~
640	811	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
171	171	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
36	263	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
88	88	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
139	139	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
81	81	---> set -l bg
68	68	---> set -l fg
32	212	---> if [ -n "$argv[1]" ]...
90	90	----> [ -n "$argv[1]" ]
90	90	----> set bg $argv[1]
32	203	---> if [ -n "$argv[2]" ]...
84	84	----> [ -n "$argv[2]" ]
87	87	----> set fg $argv[2]
71	659	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
150	150	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
96	96	----> set_color -b $bg
89	89	----> set_color $current_bg
83	83	----> echo -n "$segment_separator "
85	85	----> set_color -b $bg
85	85	----> set_color $fg
91	91	---> set current_bg $argv[1]
33	203	---> if [ -n "$argv[3]" ]...
83	83	----> [ -n "$argv[3]" ]
87	87	----> echo -n -s $argv[3] " "
235	58246	-> __exists hg
58011	58011	--> command -v "$name" ^/dev/null >&2
718	1776743	-> and prompt_hg
132	132	--> set -l branch
99	99	--> set -l state
52	1775794	--> if command hg id >/dev/null 2>&1...
1775742	1775742	---> command hg id >/dev/null 2>&1
208	57451	-> __exists git
57243	57243	--> command -v "$name" ^/dev/null >&2
1050	2490530	-> and prompt_git
96	96	--> set -l ref
136	2489384	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
307298	307298	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
2908	314257	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
